id,bin,containment_id,created_at,updated_at,deleted_at
8672,B013199,C008361,,,
8673,B013200,C008582,,,
8674,B013201,C002389,,,
8675,B013202,C008261,,,
8676,B013203,C007890,,,
8677,B013204,C008363,,,
8678,B013205,C008676,,,
8679,B013206,C008487,,,
8680,B013207,C008388,,,
8681,B013208,C002008,,,
8682,B013209,C007941,,,
8683,B013210,C007928,,,
8684,B013211,C007656,,,
8685,B013212,C008256,,,
8686,B013213,C008182,,,
8687,B013214,C011167,,,
8688,B013215,C011735,,,
8689,B013216,C002523,,,
8690,B013217,C007654,,,
8691,B013218,C000688,,,
8692,B013219,C011634,,,
8693,B013220,C011055,,,
8694,B013221,C002079,,,
8695,B013222,C008010,,,
8696,B013223,C008253,,,
8697,B013224,C008169,,,
8698,B013225,C002611,,,
8699,B013226,C008475,,,
8700,B013227,C007980,,,
8701,B013228,C007653,,,
8702,B013229,C008578,,,
8703,B013230,C008173,,,
8704,B013231,C008674,,,
8705,B013233,C008362,,,
8706,B013234,C008583,,,
8707,B013235,C008262,,,
8708,B013236,C008562,,,
8709,B013237,C002006,,,
8710,B013238,C002160,,,
8711,B013240,C008577,,,
8712,B013241,C008365,,,
8713,B013242,C008364,,,
8714,B013243,C008354,,,
8715,B013244,C007943,,,
8716,B013245,C011164,,,
8717,B013246,C008673,,,
8718,B013247,C008254,,,
8719,B013248,C000013,,,
8720,B013249,C011163,,,
8721,B013250,C002161,,,
8722,B013251,C008672,,,
8723,B013252,C011178,,,
8724,B013253,C007922,,,
8725,B013254,C008476,,,
8726,B013255,C008675,,,
8727,B013256,C011179,,,
8728,B013257,C007966,,,
8729,B013258,C008008,,,
8730,B013259,C008174,,,
8731,B013260,C008072,,,
8732,B013261,C008255,,,
8733,B013262,C008073,,,
8734,B013263,C007891,,,
8735,B013264,C002158,,,
8736,B013265,C002002,,,
8737,B013266,C002662,,,
8738,B013267,C007965,,,
8739,B013268,C007937,,,
8740,B013269,C002237,,,
8741,B013270,C002012,,,
8742,B013271,C002664,,,
8743,B013272,C008251,,,
8744,B013273,C008257,,,
8745,B013274,C007983,,,
8746,B013275,C008005,,,
8747,B013276,C002157,,,
8748,B013277,C008366,,,
8749,B013278,C008376,,,
8750,B013279,C002001,,,
8751,B013280,C007659,,,
8752,B013281,C008006,,,
8753,B013282,C008585,,,
8754,B013283,C008004,,,
8755,B013284,C007892,,,
8756,B013285,C007940,,,
8757,B013287,C002159,,,
8758,B013288,C002236,,,
8759,B013289,C008480,,,
8760,B013290,C008007,,,
8761,B013291,C008584,,,
8762,B013292,C008181,,,
8763,B013293,C008250,,,
8764,B013294,C008563,,,
8765,B013295,C010845,,,
8766,B013296,C008084,,,
8767,B013297,C008002,,,
8768,B013298,C008479,,,
8769,B013299,C007982,,,
8770,B013300,C007897,,,
8771,B013301,C002009,,,
8772,B013302,C008377,,,
8773,B013303,C002152,,,
8774,B013304,C011028,,,
8775,B013305,C007981,,,
8776,B013306,C002663,,,
8777,B013307,C008477,,,
8778,B013308,C007938,,,
8779,B013309,C002106,,,
8780,B013310,C008590,,,
8781,B013311,C008263,,,
8782,B013312,C008258,,,
8783,B013313,C008001,,,
8784,B013314,C002520,,,
8785,B013315,C007921,,,
8786,B013316,C002522,,,
8787,B013317,C008367,,,
8788,B013318,C002156,,,
8789,B013320,C008560,,,
8790,B013321,C007926,,,
8791,B013322,C002386,,,
8792,B013323,C007942,,,
8793,B013324,C007944,,,
8794,B013325,C002155,,,
8795,B013326,C007924,,,
8796,B013327,C008390,,,
8797,B013328,C007896,,,
8798,B013329,C008003,,,
8799,B013331,C007984,,,
8800,B013332,C008561,,,
8801,B013333,C008593,,,
8802,B013334,C008252,,,
8803,B013335,C008379,,,
8804,B013336,C008249,,,
8805,B013337,C008389,,,
8806,B013338,C008589,,,
8807,B013339,C008489,,,
8808,B013340,C008491,,,
8809,B013341,C008183,,,
8810,B013342,C008381,,,
8811,B013343,C011639,,,
8812,B013344,C008481,,,
8813,B013345,C002162,,,
8814,B013346,C008482,,,
8815,B013347,C007920,,,
8816,B013348,C007923,,,
8817,B013349,C008633,,,
8818,B013350,C008382,,,
8819,B013351,C008478,,,
8820,B013352,C008369,,,
8821,B013353,C008378,,,
8822,B013354,C008594,,,
8823,B013355,C007985,,,
8824,B013356,C002153,,,
8825,B013357,C007925,,,
8826,B013358,C008000,,,
8827,B013359,C002151,,,
8828,B013360,C007658,,,
8829,B013361,C008386,,,
8830,B013362,C007939,,,
8831,B013363,C008012,,,
8832,B013364,C008071,,,
8833,B013365,C008175,,,
8834,B013366,C008023,,,
8835,B013367,C007919,,,
8836,B013368,C002010,,,
8837,B013369,C002164,,,
8838,B013370,C008248,,,
8839,B013371,C008025,,,
8840,B013372,C011058,,,
8841,B013373,C007986,,,
8842,B013374,C008371,,,
8843,B013375,C008559,,,
8844,B013376,C008013,,,
8845,B013377,C007998,,,
8846,B013378,C008490,,,
8847,B013379,C008556,,,
8848,B013380,C011583,,,
8849,B013381,C011175,,,
8850,B013382,C011027,,,
8851,B013383,C011731,,,
8852,B013384,C008085,,,
8853,B013385,C002672,,,
8854,B013386,C008387,,,
8855,B013387,C011645,,,
8856,B013388,C002011,,,
8857,B013389,C008854,,,
8858,B013390,C008383,,,
8859,B013391,C008492,,,
8860,B013392,C008024,,,
8861,B013394,C007995,,,
8862,B013395,C008370,,,
8863,B013396,C008380,,,
8864,B013397,C007996,,,
8865,B013398,C008586,,,
8866,B013399,C002163,,,
8867,B013400,C007898,,,
8868,B013401,C002154,,,
8869,B013402,C008587,,,
8870,B013403,C008026,,,
8871,B013404,C008011,,,
8872,B013405,C008070,,,
8873,B013406,C008247,,,
8874,B013407,C008483,,,
8875,B013408,C007997,,,
8876,B013409,C010847,,,
8877,B013410,C008246,,,
8878,B013411,C008184,,,
8879,B013412,C011029,,,
8880,B013413,C007999,,,
8881,B013414,C011054,,,
8882,B013415,C007916,,,
8883,B013417,C008086,,,
8884,B013418,C000150,,,
8885,B013419,C008555,,,
8886,B013420,C007917,,,
8887,B013421,C007918,,,
8888,B013422,C008591,,,
8889,B013423,C008022,,,
8890,B013424,C008494,,,
8891,B013425,C011733,,,
8892,B013426,C008385,,,
8893,B013427,C002149,,,
8894,B013428,C008557,,,
8895,B013429,C008632,,,
8896,B013430,C002384,,,
8897,B013431,C008087,,,
8898,B013432,C008119,,,
8899,B013433,C008027,,,
8900,B013434,C008384,,,
8901,B013435,C008493,,,
8902,B013436,C000151,,,
8903,B013437,C008495,,,
8904,B013438,C008368,,,
8905,B013439,C008099,,,
8906,B013441,C008631,,,
8907,B013442,C002665,,,
8908,B013443,C011648,,,
8909,B013444,C007915,,,
8910,B013445,C008014,,,
8911,B013446,C002165,,,
8912,B013447,C008588,,,
8913,B013448,C008553,,,
8914,B013449,C008245,,,
8915,B013450,C008496,,,
8916,B013452,C008178,,,
8917,B013453,C002150,,,
8918,B013454,C011168,,,
8919,B013455,C011170,,,
8920,B013456,C008090,,,
8921,B013457,C008020,,,
8922,B013458,C008497,,,
8923,B013459,C008088,,,
8924,B013460,C008120,,,
8925,B013461,C008029,,,
8926,B013462,C008592,,,
8927,B013463,C002166,,,
8928,B013464,C007987,,,
8929,B013465,C011171,,,
8930,B013466,C008121,,,
8931,B013467,C008185,,,
8932,B013468,C008122,,,
8933,B013469,C008098,,,
8934,B013470,C008028,,,
8935,B013471,C002238,,,
8936,B013472,C003672,,,
8937,B013473,C008554,,,
8938,B013474,C007994,,,
8939,B013475,C008019,,,
8940,B013476,C008503,,,
8941,B013477,C008015,,,
8942,B013479,C008558,,,
8943,B013480,C007993,,,
8944,B013481,C008177,,,
8945,B013483,C008017,,,
8946,B013484,C010844,,,
8947,B013485,C008595,,,
8948,B013486,C008186,,,
8949,B013487,C002385,,,
8950,B013488,C008634,,,
8951,B013490,C008030,,,
8952,B013492,C008091,,,
8953,B013493,C000694,,,
8954,B013494,C008372,,,
8955,B013495,C011662,,,
8956,B013496,C008513,,,
8957,B013497,C008373,,,
8958,B013498,C008089,,,
8959,B013499,C002674,,,
8960,B013500,C002016,,,
8961,B013501,C008096,,,
8962,B013502,C002675,,,
8963,B013503,C008507,,,
8964,B013504,C008123,,,
8965,B013505,C002666,,,
8966,B013506,C000690,,,
8967,B013507,C008016,,,
8968,B013508,C000693,,,
8969,B013509,C008176,,,
8970,B013511,C002239,,,
8971,B013512,C008630,,,
8972,B013513,C003673,,,
8973,B013514,C000692,,,
8974,B013515,C008407,,,
8975,B013516,C008125,,,
8976,B013517,C008241,,,
8977,B013518,C008179,,,
8978,B013519,C008101,,,
8979,B013520,C007992,,,
8980,B013521,C008375,,,
8981,B013522,C008103,,,
8982,B013523,C002335,,,
8983,B013524,C008102,,,
8984,B013525,C008242,,,
8985,B013526,C008498,,,
8986,B013527,C002000,,,
8987,B013528,C008499,,,
8988,B013529,C008374,,,
8989,B013530,C008501,,,
8990,B013531,C008126,,,
8991,B013532,C008187,,,
8992,B013534,C008097,,,
8993,B013536,C008031,,,
8994,B013537,C008124,,,
8995,B013538,C002673,,,
8996,B013539,C008508,,,
8997,B013540,C000014,,,
8998,B013541,C002274,,,
8999,B013542,C002167,,,
9000,B013543,C008069,,,
9001,B013544,C008551,,,
9002,B013545,C008506,,,
9003,B013546,C002281,,,
9004,B013547,C002275,,,
9005,B013548,C003675,,,
9006,B013549,C008095,,,
9007,B013550,C008201,,,
9008,B013551,C003674,,,
9009,B013552,C008504,,,
9010,B013553,C002168,,,
9011,B013554,C002017,,,
9012,B013555,C000697,,,
9013,B013556,C008635,,,
9014,B013557,C007991,,,
9015,B013559,C002383,,,
9016,B013560,C002676,,,
9017,B013561,C008194,,,
9018,B013562,C011641,,,
9019,B013564,C002240,,,
9020,B013565,C000015,,,
9021,B013566,C008033,,,
9022,B013567,C008021,,,
9023,B013568,C008636,,,
9024,B013569,C008515,,,
9025,B013570,C008502,,,
9026,B013571,C008094,,,
9027,B013573,C008018,,,
9028,B013574,C008193,,,
9029,B013575,C002382,,,
9030,B013577,C008198,,,
9031,B013580,C008505,,,
9032,B013581,C002015,,,
9033,B013582,C008199,,,
9034,B013583,C002276,,,
9035,B013584,C008197,,,
9036,B013585,C000696,,,
9037,B013586,C003676,,,
9038,B013587,C008516,,,
9039,B013588,C002677,,,
9040,B013589,C000695,,,
9041,B013590,C008200,,,
9042,B013591,C002381,,,
9043,B013592,C008629,,,
9044,B013593,C008196,,,
9045,B013594,C008510,,,
9046,B013595,C008511,,,
9047,B013596,C002678,,,
9048,B013597,C002280,,,
9049,B013598,C008509,,,
9050,B013599,C002014,,,
9051,B013600,C008191,,,
9052,B013601,C008236,,,
9053,B013602,C008195,,,
9054,B013603,C008192,,,
9055,B013604,C008190,,,
9056,B013605,C008127,,,
9057,B013606,C008500,,,
9058,B013607,C003677,,,
9059,B013608,C008514,,,
9060,B013609,C007946,,,
9061,B013610,C002272,,,
9062,B013611,C000019,,,
9063,B013612,C002037,,,
9064,B013613,C003671,,,
9065,B013614,C002378,,,
9066,B013615,C008598,,,
9067,B013616,C008032,,,
9068,B013617,C008628,,,
9069,B013618,C007669,,,
9070,B013619,C008189,,,
9071,B013620,C008637,,,
9072,B013621,C008512,,,
9073,B013622,C008524,,,
9074,B013623,C003678,,,
9075,B013624,C008523,,,
9076,B013625,C008093,,,
9077,B013626,C008105,,,
9078,B013627,C008092,,,
9079,B013628,C008104,,,
9080,B013629,C008517,,,
9081,B013630,C008034,,,
9082,B013631,C007990,,,
9083,B013632,C008548,,,
9084,B013634,C008058,,,
9085,B013635,C008643,,,
9086,B013636,C002271,,,
9087,B013637,C011174,,,
9088,B013640,C008655,,,
9089,B013641,C008100,,,
9090,B013642,C002273,,,
9091,B013643,C008627,,,
9092,B013644,C000698,,,
9093,B013645,C008238,,,
9094,B013646,C011182,,,
9095,B013647,C008218,,,
9096,B013648,C008188,,,
9097,B013649,C008203,,,
9098,B013650,C007660,,,
9099,B013651,C008639,,,
9100,B013652,C008405,,,
9101,B013655,C002680,,,
9102,B013656,C008235,,,
9103,B013657,C011180,,,
9104,B013658,C008243,,,
9105,B013659,C011714,,,
9106,B013660,C002336,,,
9107,B013661,C008234,,,
9108,B013662,C010848,,,
9109,B013663,C002667,,,
9110,B013664,C008219,,,
9111,B013665,C007988,,,
9112,B013667,C008626,,,
9113,B013668,C000016,,,
9114,B013669,C008408,,,
9115,B013670,C002169,,,
9116,B013671,C002337,,,
9117,B013672,C008638,,,
9118,B013673,C008128,,,
9119,B013674,C008520,,,
9120,B013675,C002679,,,
9121,B013676,C008597,,,
9122,B013677,C007899,,,
9123,B013678,C008202,,,
9124,B013679,C008230,,,
9125,B013680,C008068,,,
9126,B013681,C007989,,,
9127,B013682,C008607,,,
9128,B013683,C008549,,,
9129,B013684,C002338,,,
9130,B013685,C008518,,,
9131,B013686,C008642,,,
9132,B013687,C008229,,,
9133,B013688,C008106,,,
9134,B013689,C003679,,,
9135,B013690,C010849,,,
9136,B013691,C002377,,,
9137,B013692,C007668,,,
9138,B013693,C008066,,,
9139,B013694,C008237,,,
9140,B013695,C010857,,,
9141,B013697,C011173,,,
9142,B013698,C003680,,,
9143,B013700,C002277,,,
9144,B013701,C008596,,,
9145,B013702,C008057,,,
9146,B013703,C002379,,,
9147,B013705,C007903,,,
9148,B013706,C002340,,,
9149,B013707,C008208,,,
9150,B013708,C008129,,,
9151,B013709,C008231,,,
9152,B013710,C008220,,,
9153,B013711,C008222,,,
9154,B013712,C008107,,,
9155,B013713,C008244,,,
9156,B013714,C000017,,,
9157,B013715,C003670,,,
9158,B013716,C008521,,,
9159,B013717,C008653,,,
9160,B013718,C002288,,,
9161,B013719,C011646,,,
9162,B013720,C008605,,,
9163,B013721,C008550,,,
9164,B013722,C008525,,,
9165,B013723,C008552,,,
9166,B013724,C008522,,,
9167,B013725,C008608,,,
9168,B013726,C008606,,,
9169,B013728,C008224,,,
9170,B013729,C008067,,,
9171,B013731,C002521,,,
9172,B013732,C008623,,,
9173,B013733,C008624,,,
9174,B013734,C008652,,,
9175,B013736,C011585,,,
9176,B013737,C008233,,,
9177,B013738,C008519,,,
9178,B013739,C008232,,,
9179,B013740,C008644,,,
9180,B013741,C008645,,,
9181,B013742,C008204,,,
9182,B013743,C008056,,,
9183,B013745,C008205,,,
9184,B013746,C008640,,,
9185,B013747,C002333,,,
9186,B013748,C008625,,,
9187,B013749,C011653,,,
9188,B013750,C002013,,,
9189,B013751,C008221,,,
9190,B013752,C008641,,,
9191,B013753,C002339,,,
9192,B013754,C002668,,,
9193,B013755,C007945,,,
9194,B013756,C008059,,,
9195,B013757,C008209,,,
9196,B013758,C002334,,,
9197,B013759,C008223,,,
9198,B013760,C008112,,,
9199,B013761,C008225,,,
9200,B013762,C008113,,,
9201,B013763,C007900,,,
9202,B013764,C002669,,,
9203,B013765,C002172,,,
9204,B013766,C008609,,,
9205,B013767,C010856,,,
9206,B013768,C007667,,,
9207,B013769,C002380,,,
9208,B013770,C008239,,,
9209,B013771,C008611,,,
9210,B013772,C008409,,,
9211,B013773,C002670,,,
9212,B013774,C008599,,,
9213,B013776,C008604,,,
9214,B013777,C008406,,,
9215,B013778,C008130,,,
9216,B013779,C007905,,,
9217,B013780,C008240,,,
9218,B013781,C008108,,,
9219,B013782,C008547,,,
9220,B013783,C002286,,,
9221,B013784,C008546,,,
9222,B013785,C008114,,,
9223,B013786,C008207,,,
9224,B013787,C008063,,,
9225,B013788,C008118,,,
9226,B013789,C008646,,,
9227,B013790,C003718,,,
9228,B013791,C008526,,,
9229,B013792,C008527,,,
9230,B013793,C008545,,,
9231,B013794,C007901,,,
9232,B013795,C008110,,,
9233,B013797,C008544,,,
9234,B013798,C008210,,,
9235,B013799,C008226,,,
9236,B013800,C008654,,,
9237,B013801,C002278,,,
9238,B013802,C008543,,,
9239,B013803,C008647,,,
9240,B013804,C008206,,,
9241,B013805,C008154,,,
9242,B013806,C008035,,,
9243,B013807,C002285,,,
9244,B013808,C008542,,,
9245,B013809,C008541,,,
9246,B013810,C000020,,,
9247,B013811,C007670,,,
9248,B013812,C008038,,,
9249,B013813,C008116,,,
9250,B013815,C002287,,,
9251,B013816,C002170,,,
9252,B013817,C000024,,,
9253,B013818,C008060,,,
9254,B013819,C002241,,,
9255,B013820,C010855,,,
9256,B013821,C008648,,,
9257,B013822,C008055,,,
9258,B013823,C008536,,,
9259,B013824,C008109,,,
9260,B013825,C008649,,,
9261,B013826,C011637,,,
9262,B013827,C008622,,,
9263,B013828,C008156,,,
9264,B013829,C002279,,,
9265,B013830,C011732,,,
9266,B013831,C008155,,,
9267,B013832,C008610,,,
9268,B013833,C008064,,,
9269,B013834,C008227,,,
9270,B013835,C011172,,,
9271,B013836,C011729,,,
9272,B013837,C008065,,,
9273,B013838,C008650,,,
9274,B013839,C008036,,,
9275,B013840,C002242,,,
9276,B013841,C007665,,,
9277,B013842,C000018,,,
9278,B013843,C002171,,,
9279,B013844,C008111,,,
9280,B013845,C008410,,,
9281,B013846,C007671,,,
9282,B013847,C008061,,,
9283,B013848,C008115,,,
9284,B013849,C008602,,,
9285,B013850,C010854,,,
9286,B013851,C008117,,,
9287,B013852,C008212,,,
9288,B013853,C008651,,,
9289,B013854,C002246,,,
9290,B013855,C008603,,,
9291,B013856,C008601,,,
9292,B013857,C008211,,,
9293,B013858,C001998,,,
9294,B013859,C008037,,,
9295,B013860,C008537,,,
9296,B013861,C008228,,,
9297,B013862,C000021,,,
9298,B013863,C002180,,,
9299,B013864,C008600,,,
9300,B013865,C008533,,,
9301,B013866,C002173,,,
9302,B013867,C007904,,,
9303,B013868,C007666,,,
9304,B013870,C008534,,,
9305,B013871,C000022,,,
9306,B013872,C011169,,,
9307,B013873,C008213,,,
9308,B013874,C008062,,,
9309,B013875,C011181,,,
9310,B013876,C002293,,,
9311,B013877,C000023,,,
9312,B013878,C002671,,,
9313,B013879,C008039,,,
9314,B013880,C007664,,,
9315,B013882,C002179,,,
9316,B013883,C008400,,,
9317,B013884,C011039,,,
9318,B013885,C008401,,,
9319,B013886,C008528,,,
9320,B013887,C008404,,,
9321,B013888,C002018,,,
9322,B013889,C007663,,,
9323,B013890,C008529,,,
9324,B013891,C008539,,,
9325,B013892,C007902,,,
9326,B013893,C008540,,,
9327,B013894,C008403,,,
9328,B013895,C008054,,,
9329,B013896,C002292,,,
9330,B013897,C008532,,,
9331,B013898,C003669,,,
9332,B013899,C007906,,,
9333,B013900,C007662,,,
9334,B013901,C008138,,,
9335,B013902,C001816,,,
9336,B013903,C002284,,,
9337,B013904,C008214,,,
9338,B013905,C008131,,,
9339,B013906,C002175,,,
9340,B013907,C008880,,,
9341,B013908,C011711,,,
9342,B013909,C007661,,,
9343,B013910,C008881,,,
9344,B013911,C007970,,,
9345,B013912,C002282,,,
9346,B013913,C008411,,,
9347,B013914,C008530,,,
9348,B013915,C001999,,,
9349,B013916,C008217,,,
9350,B013918,C002174,,,
9351,B013919,C008215,,,
9352,B013920,C011059,,,
9353,B013921,C008531,,,
9354,B013922,C001997,,,
9355,B013923,C007947,,,
9356,B013924,C008538,,,
9357,B013925,C001962,,,
9358,B013926,C008412,,,
9359,B013927,C002291,,,
9360,B013928,C008402,,,
9361,B013929,C002243,,,
9362,B013930,C003668,,,
9363,B013931,C003667,,,
9364,B013932,C002290,,,
9365,B013933,C003780,,,
9366,B013935,C008137,,,
9367,B013936,C008134,,,
9368,B013937,C002178,,,
9369,B013938,C008132,,,
9370,B013939,C008216,,,
9371,B013940,C007908,,,
9372,B013942,C002244,,,
9373,B013943,C008133,,,
9374,B013944,C010077,,,
9375,B013945,C008663,,,
9376,B013946,C007964,,,
9377,B013947,C002289,,,
9378,B013948,C007912,,,
9379,B013949,C002302,,,
9380,B013950,C008044,,,
9381,B013951,C008139,,,
9382,B013952,C003666,,,
9383,B013953,C007907,,,
9384,B013954,C008616,,,
9385,B013955,C010078,,,
9386,B013956,C003717,,,
9387,B013957,C002283,,,
9388,B013958,C008040,,,
9389,B013959,C002181,,,
9390,B013960,C003662,,,
9391,B013961,C002245,,,
9392,B013962,C008141,,,
9393,B013963,C007913,,,
9394,B013964,C008041,,,
9395,B013965,C002182,,,
9396,B013966,C008053,,,
9397,B013967,C000308,,,
9398,B013968,C003719,,,
9399,B013969,C008045,,,
9400,B013970,C008535,,,
9401,B013971,C002331,,,
9402,B013972,C008670,,,
9403,B013973,C008656,,,
9404,B013974,C002401,,,
9405,B013976,C003660,,,
9406,B013977,C002176,,,
9407,B013978,C002681,,,
9408,B013979,C008047,,,
9409,B013980,C007672,,,
9410,B013981,C002294,,,
9411,B013982,C008875,,,
9412,B013983,C003663,,,
9413,B013984,C008612,,,
9414,B013986,C008874,,,
9415,B013987,C008868,,,
9416,B013988,C007678,,,
9417,B013989,C008140,,,
9418,B013990,C007914,,,
9419,B013991,C008136,,,
9420,B013992,C008665,,,
9421,B013993,C010853,,,
9422,B013994,C007673,,,
9423,B013995,C002332,,,
9424,B013996,C008142,,,
9425,B013997,C002177,,,
9426,B013998,C008666,,,
9427,B013999,C007911,,,
9428,B014000,C007674,,,
9429,B014001,C008661,,,
9430,B014002,C008135,,,
9431,B014003,C002376,,,
9432,B014004,C002295,,,
9433,B014005,C003661,,,
9434,B014006,C003664,,,
9435,B014007,C008876,,,
9436,B014008,C002375,,,
9437,B014010,C008150,,,
9438,B014011,C008621,,,
9439,B014012,C008046,,,
9440,B014013,C003681,,,
9441,B014014,C002185,,,
9442,B014015,C008042,,,
9443,B014016,C008048,,,
9444,B014017,C002192,,,
9445,B014018,C007675,,,
9446,B014019,C002183,,,
9447,B014020,C003665,,,
9448,B014021,C003659,,,
9449,B014022,C007888,,,
9450,B014023,C008144,,,
9451,B014024,C007949,,,
9452,B014025,C008867,,,
9453,B014026,C008662,,,
9454,B014027,C007676,,,
9455,B014028,C003785,,,
9456,B014029,C003781,,,
9457,B014030,C003729,,,
9458,B014031,C008877,,,
9459,B014032,C007948,,,
9460,B014033,C008615,,,
9461,B014034,C008143,,,
9462,B014035,C008870,,,
9463,B014036,C008869,,,
9464,B014037,C008617,,,
9465,B014038,C002184,,,
9466,B014039,C008613,,,
9467,B014040,C008614,,,
9468,B014041,C008879,,,
9469,B014042,C002300,,,
9470,B014043,C003654,,,
9471,B014044,C011740,,,
9472,B014045,C008049,,,
9473,B014046,C008659,,,
9474,B014047,C007677,,,
9475,B014048,C002305,,,
9476,B014049,C008658,,,
9477,B014050,C008151,,,
9478,B014051,C008043,,,
9479,B014052,C008620,,,
9480,B014053,C002304,,,
9481,B014054,C008657,,,
9482,B014055,C007889,,,
9483,B014056,C002303,,,
9484,B014057,C007950,,,
9485,B014058,C008149,,,
9486,B014059,C008052,,,
9487,B014060,C007951,,,
9488,B014061,C002311,,,
9489,B014062,C008864,,,
9490,B014063,C002188,,,
9491,B014064,C007887,,,
9492,B014065,C008664,,,
9493,B014067,C002816,,,
9494,B014068,C008050,,,
9495,B014070,C008871,,,
9496,B014071,C002186,,,
9497,B014072,C003722,,,
9498,B014073,C002298,,,
9499,B014074,C008855,,,
9500,B014075,C002191,,,
9501,B014076,C008145,,,
9502,B014077,C008619,,,
9503,B014078,C008878,,,
9504,B014079,C008865,,,
9505,B014080,C008618,,,
9506,B014081,C003736,,,
9507,B014082,C008152,,,
9508,B014083,C007972,,,
9509,B014084,C002301,,,
9510,B014085,C008051,,,
9511,B014086,C002296,,,
9512,B014087,C008671,,,
9513,B014088,C008872,,,
9514,B014089,C000687,,,
9515,B014090,C003720,,,
9516,B014091,C008667,,,
9517,B014092,C003730,,,
9518,B014093,C003739,,,
9519,B014094,C002297,,,
9520,B014095,C008858,,,
9521,B014096,C008862,,,
9522,B014097,C008660,,,
9523,B014098,C002818,,,
9524,B014100,C002306,,,
9525,B014101,C008153,,,
9526,B014102,C008860,,,
9527,B014103,C002307,,,
9528,B014104,C008668,,,
9529,B014105,C003782,,,
9530,B014106,C003779,,,
9531,B014107,C008859,,,
9532,B014108,C007969,,,
9533,B014109,C002308,,,
9534,B014110,C002682,,,
9535,B014112,C008146,,,
9536,B014113,C002187,,,
9537,B014114,C007679,,,
9538,B014115,C003727,,,
9539,B014116,C008669,,,
9540,B014117,C007971,,,
9541,B014118,C008866,,,
9542,B014119,C003655,,,
9543,B014120,C003728,,,
9544,B014121,C003784,,,
9545,B014122,C011053,,,
9546,B014123,C002309,,,
9547,B014124,C002310,,,
9548,B014125,C010858,,,
9549,B014126,C002299,,,
9550,B014127,C002189,,,
9551,B014128,C008147,,,
9552,B014129,C003723,,,
9553,B014130,C000174,,,
9554,B014131,C002330,,,
9555,B014132,C003721,,,
9556,B014133,C007885,,,
9557,B014134,C003783,,,
9558,B014135,C003737,,,
9559,B014136,C003656,,,
9560,B014137,C011658,,,
9561,B014138,C008873,,,
9562,B014139,C007886,,,
9563,B014140,C003735,,,
9564,B014141,C008391,,,
9565,B014142,C003734,,,
9566,B014143,C003636,,,
9567,B014144,C007884,,,
9568,B014145,C003731,,,
9569,B014146,C008857,,,
9570,B014147,C002817,,,
9571,B014149,C002251,,,
9572,B014150,C003682,,,
9573,B014151,C007883,,,
9574,B014152,C003835,,,
9575,B014153,C007909,,,
9576,B014154,C008861,,,
9577,B014155,C002190,,,
9578,B014156,C007680,,,
9579,B014157,C008161,,,
9580,B014158,C002403,,,
9581,B014159,C007968,,,
9582,B014161,C008863,,,
9583,B014162,C002193,,,
9584,B014163,C008148,,,
9585,B014164,C007953,,,
9586,B014165,C008856,,,
9587,B014166,C007954,,,
9588,B014168,C002341,,,
9589,B014169,C002402,,,
9590,B014170,C003635,,,
9591,B014172,C008160,,,
9592,B014173,C003745,,,
9593,B014174,C007910,,,
9594,B014175,C011661,,,
9595,B014176,C002320,,,
9596,B014177,C003724,,,
9597,B014179,C007882,,,
9598,B014180,C003725,,,
9599,B014181,C000152,,,
9600,B014182,C007880,,,
9601,B014183,C008159,,,
9602,B014185,C008162,,,
9603,B014186,C002329,,,
9604,B014187,C003742,,,
9605,B014188,C003778,,,
9606,B014189,C003839,,,
9607,B014190,C003726,,,
9608,B014191,C007952,,,
9609,B014192,C003834,,,
9610,B014193,C003657,,,
9611,B014194,C003843,,,
9612,B014195,C003836,,,
9613,B014196,C003733,,,
9614,B014197,C002327,,,
9615,B014198,C003634,,,
9616,B014199,C003683,,,
9617,B014200,C002316,,,
9618,B014201,C007881,,,
9619,B014202,C003738,,,
9620,B014203,C008157,,,
9621,B014204,C003632,,,
9622,B014205,C002683,,,
9623,B014206,C002326,,,
9624,B014207,C002319,,,
9625,B014208,C007879,,,
9626,B014209,C007681,,,
9627,B014210,C003741,,,
9628,B014211,C008392,,,
9629,B014212,C002317,,,
9630,B014213,C003743,,,
9631,B014214,C002396,,,
9632,B014215,C007878,,,
9633,B014216,C003841,,,
9634,B014217,C010682,,,
9635,B014218,C008158,,,
9636,B014219,C011712,,,
9637,B014220,C003838,,,
9638,B014221,C003842,,,
9639,B014222,C003840,,,
9640,B014223,C003630,,,
9641,B014224,C007682,,,
9642,B014225,C002318,,,
9643,B014226,C002328,,,
9644,B014227,C002325,,,
9645,B014228,C002395,,,
9646,B014229,C003744,,,
9647,B014230,C003845,,,
9648,B014231,C002324,,,
9649,B014232,C011069,,,
9650,B014233,C002315,,,
9651,B014234,C003844,,,
9652,B014235,C008163,,,
9653,B014236,C002198,,,
9654,B014237,C008393,,,
9655,B014238,C002398,,,
9656,B014239,C002314,,,
9657,B014240,C003631,,,
9658,B014241,C002200,,,
9659,B014242,C002518,,,
9660,B014243,C003658,,,
9661,B014244,C007877,,,
9662,B014245,C003837,,,
9663,B014246,C002323,,,
9664,B014247,C003777,,,
9665,B014248,C003652,,,
9666,B014249,C003732,,,
9667,B014250,C002312,,,
9668,B014251,C003633,,,
9669,B014252,C002247,,,
